"Lesson_ID","Module","Lesson_Order","Lesson_Title","Script_Text","Diagram_Prompt","Diagram_File","Video_File","Audio_File","Quiz_Question","Quiz_Answer","Key_Concept","Lesson_Duration_Min"
"hvac-13-05","Troubleshooting and Diagnostics","5","Customer Communication","Troubleshooting is a skill, not a guess. We're going to build your diagnostic process from the ground up.

Customer communication simulation: practice explaining diagnoses and repair options to customers in plain language. Technicians must translate technical findings into terms customers understand. Practice delivering bad news (expensive repairs, safety hazards) professionally. Learn to present repair options with costs and let the customer decide. Never pressure customers or use scare tactics.

Here's why this matters on the job: Communication skills directly affect your income. Technicians who communicate well get better reviews, more referrals, and higher tips.

Watch out for these: Use plain language not technical jargon. And — Present options and let the customer decide

You get a call — condenser fan not spinning, compressor humming. What's the first thing you check? Answer that before you move on.","HVAC Customer Communication technical diagram with labeled components","diagnostic-chart.png","hvac/videos/lesson-5d6a053f-0690-567a-93e3-2ca9642f04ac.mp4","hvac/audio/lesson-5d6a053f-0690-567a-93e3-2ca9642f04ac.mp3","What is the key concept of Customer Communication?","Customer communication simulation: practice explaining diagnoses and repair options to customers in plain language","Customer communication simulation: practice explaining diagnoses and repair options to customers in plain language","3"
"hvac-13-06","Troubleshooting and Diagnostics","6","Module 13 Quiz","Troubleshooting is a skill, not a guess. We're going to build your diagnostic process from the ground up.

Quiz covering systematic troubleshooting method, common AC and heating failure patterns, gauge reading interpretation, root cause analysis, and customer communication.

Here's why this matters on the job: Troubleshooting is the most tested skill on journeyman exams and job interviews.

Watch out for these: Know the 7-step troubleshooting process. And — Know common failure patterns for AC and heating

You get a call — condenser fan not spinning, compressor humming. What's the first thing you check? Answer that before you move on.","HVAC Module 13 Quiz technical diagram with labeled components","diagnostic-chart.png","hvac/videos/lesson-b1c254a5-4216-5700-a420-f9c114265fbd.mp4","hvac/audio/lesson-b1c254a5-4216-5700-a420-f9c114265fbd.mp3","What is the key concept of Module 13 Quiz?","Quiz covering systematic troubleshooting method, common AC and heating failure patterns, gauge reading interpretation, root cause analysis, and customer communication","Quiz covering systematic troubleshooting method, common AC and heating failure patterns, gauge reading interpretation, root cause analysis, and customer communication","3"
"hvac-14-01","OSHA 10-Hour Safety","1","OSHA 10 — Fatal Four and Fall Protection","OSHA 10 is not optional. You need this to work on most commercial job sites.

OSHA 10-Hour Construction Safety is delivered through CareerSafe, an authorized OSHA Education Center. You complete the coursework online through CareerSafe's platform and receive a DOL wallet card upon passing. The course covers the major hazards HVAC technicians face on job sites. The four leading causes of construction fatalities (the Fatal Four) are falls, struck-by objects, electrocution, and caught-in/between. Together these account for over 60 percent of construction deaths. Fall protection is required at 6 feet in construction. Proper ladder use, scaffolding safety, and personal fall arrest systems prevent fall injuries.

Here are the key terms. Write these down.

Fatal Four: Falls, struck-by, electrocution, caught-in/between. Over 60 percent of construction deaths.

Fall Protection: Required at 6 feet in construction. Includes guardrails, safety nets, and personal fall arrest systems.

Here's why this matters on the job: OSHA 10 is required by most HVAC employers. The DOL wallet card proves you completed the training.

Watch out for these: 6 feet is the fall protection trigger in construction. And — Know the Fatal Four

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC OSHA 10 — Fatal Four and Fall Protection technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-ce416471-0243-53cb-99af-8f4cb883c9f5.mp4","hvac/audio/lesson-ce416471-0243-53cb-99af-8f4cb883c9f5.mp3","What is the key concept of OSHA 10 — Fatal Four and Fall Protection?","OSHA 10-Hour Construction Safety is delivered through CareerSafe, an authorized OSHA Education Center","OSHA 10-Hour Construction Safety is delivered through CareerSafe, an authorized OSHA Education Center","3"
"hvac-14-02","OSHA 10-Hour Safety","2","Electrical Safety and LOTO","OSHA 10 is not optional. You need this to work on most commercial job sites.

Electrical safety for HVAC technicians: lockout/tagout procedures, arc flash awareness, proper use of insulated tools, and working near energized equipment. OSHA requires de-energization and LOTO before working on electrical systems. If energized work is necessary (such as taking measurements) proper PPE including arc-rated clothing and face shields is required. Ground fault circuit interrupters (GFCIs) are required for all temporary power on construction sites.

Here are the key terms. Write these down.

Arc Flash: Electrical explosion through air causing severe burns. Proper PPE and de-energization prevent it.

GFCI: Ground Fault Circuit Interrupter. Trips in milliseconds if current leaks to ground. Required on construction sites.

Here's why this matters on the job: Electrical accidents are the third leading cause of construction death. LOTO saves lives.

Watch out for these: Always LOTO before electrical work. And — Verify zero energy with YOUR meter

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Electrical Safety and LOTO technical diagram with labeled components","circuit-breaker.png","hvac/videos/lesson-8677ede9-251e-5f3d-b7e6-677c1740bffd.mp4","hvac/audio/lesson-8677ede9-251e-5f3d-b7e6-677c1740bffd.mp3","What is the key concept of Electrical Safety and LOTO?","Electrical safety for HVAC technicians: lockout/tagout procedures, arc flash awareness, proper use of insulated tools, and working near energized equipment","Electrical safety for HVAC technicians: lockout/tagout procedures, arc flash awareness, proper use of insulated tools, and working near energized equipment","3"
"hvac-14-03","OSHA 10-Hour Safety","3","HazCom and Safety Data Sheets","OSHA 10 is not optional. You need this to work on most commercial job sites.

Hazard communication (HazCom) and the Globally Harmonized System (GHS). Safety Data Sheets (SDS) have 16 standardized sections covering chemical identification, hazards, first aid, fire-fighting, handling, exposure controls, and disposal. GHS pictograms identify hazard types at a glance. HVAC technicians work with refrigerants, brazing fluxes, solvents, and cleaning chemicals that all have SDS requirements. Employers must maintain SDS for every chemical on site and train workers on their contents.

Here are the key terms. Write these down.

SDS: Safety Data Sheet. 16 sections covering chemical hazards, handling, and emergency procedures.

GHS Pictogram: Standardized symbols identifying chemical hazard types.

Here's why this matters on the job: You must know how to find and read an SDS for any chemical you work with.

Watch out for these: 16 sections in every SDS. And — Know where SDS are kept on your job site

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC HazCom and Safety Data Sheets technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-90fadab8-d9ba-57d5-92e2-8ba2d8b7bb99.mp4","hvac/audio/lesson-90fadab8-d9ba-57d5-92e2-8ba2d8b7bb99.mp3","What is the key concept of HazCom and Safety Data Sheets?","Hazard communication (HazCom) and the Globally Harmonized System (GHS)","Hazard communication (HazCom) and the Globally Harmonized System (GHS)","3"
"hvac-14-04","OSHA 10-Hour Safety","4","Confined Space and Excavation","OSHA 10 is not optional. You need this to work on most commercial job sites.

Confined space entry, excavation safety, scaffolding, and ladder safety. Permit-required confined spaces have limited entry/exit and may contain hazardous atmospheres. HVAC technicians encounter confined spaces in mechanical rooms, boiler rooms, and some crawl spaces. Atmospheric testing is required before entry. Excavation safety applies when installing underground ductwork or piping. Scaffolding must be erected by competent persons and inspected before each use.

Here are the key terms. Write these down.

Confined Space: Space with limited entry/exit that may contain hazardous atmospheres. Requires permit and atmospheric testing.

Competent Person: OSHA-defined person capable of identifying hazards and authorized to take corrective action.

Here's why this matters on the job: Confined space incidents are often fatal. Never enter without proper procedures and atmospheric testing.

Watch out for these: Test atmosphere before entering any confined space. And — Never enter alone

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Confined Space and Excavation technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-798b6baa-28aa-5a06-b981-c88312fa4b1d.mp4","hvac/audio/lesson-798b6baa-28aa-5a06-b981-c88312fa4b1d.mp3","What is the key concept of Confined Space and Excavation?","Confined space entry, excavation safety, scaffolding, and ladder safety","Confined space entry, excavation safety, scaffolding, and ladder safety","3"
"hvac-14-05","OSHA 10-Hour Safety","5","Fire Prevention and Hot Work","OSHA 10 is not optional. You need this to work on most commercial job sites.

Fire prevention and hot work permits. Brazing and soldering create fire hazards. Hot work permits are required when working near combustible materials. A fire watch must be maintained for 30 minutes after hot work is completed. Fire extinguisher types: Class A for ordinary combustibles, Class B for flammable liquids, Class C for electrical fires, Class D for combustible metals. Know the PASS technique: Pull pin, Aim at base, Squeeze handle, Sweep side to side.

Here are the key terms. Write these down.

Hot Work Permit: Required authorization for brazing, welding, or soldering near combustible materials.

PASS: Fire extinguisher technique: Pull, Aim, Squeeze, Sweep.

Here's why this matters on the job: HVAC technicians braze copper tubing regularly. Fire prevention is part of every brazing job.

Watch out for these: Fire watch for 30 minutes after hot work. And — Know which extinguisher for which fire type

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Fire Prevention and Hot Work technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-23576f29-5103-59f8-ae9e-05e0a8013aee.mp4","hvac/audio/lesson-23576f29-5103-59f8-ae9e-05e0a8013aee.mp3","What is the key concept of Fire Prevention and Hot Work?","Fire prevention and hot work permits","Fire prevention and hot work permits","3"
"hvac-14-06","OSHA 10-Hour Safety","6","PPE Selection and Use","OSHA 10 is not optional. You need this to work on most commercial job sites.

Personal protective equipment selection and use. Safety glasses for all HVAC work. Gloves appropriate to the task: leather for handling sheet metal, heat-resistant for brazing, chemical-resistant for refrigerant handling. Steel-toe boots on all job sites. Hearing protection near compressors and power tools. Respiratory protection when working with chemicals or in dusty environments. Hard hats on construction sites.

Here are the key terms. Write these down.

PPE: Personal Protective Equipment selected based on the specific hazards of each task.

Here's why this matters on the job: PPE is not optional. Employers provide it but you must wear it. Violations result in discipline or termination.

Watch out for these: Match PPE to the specific hazard. And — Safety glasses are required for ALL HVAC work

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC PPE Selection and Use technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-58ff8848-0bcf-5a64-88b6-8c51dcd9057e.mp4","hvac/audio/lesson-58ff8848-0bcf-5a64-88b6-8c51dcd9057e.mp3","What is the key concept of PPE Selection and Use?","Personal protective equipment selection and use","Personal protective equipment selection and use","3"
"hvac-14-07","OSHA 10-Hour Safety","7","Rigging and Material Handling","OSHA 10 is not optional. You need this to work on most commercial job sites.

Rigging and material handling for HVAC equipment. Rooftop units, condensers, and air handlers are heavy. Proper lifting techniques prevent back injuries. Crane and rigging safety for rooftop installations. Forklift safety for warehouse and supply house work. Know equipment weight limits and never exceed them.

Here are the key terms. Write these down.

Rigging: Using ropes, chains, slings, and cranes to lift and move heavy equipment safely.

Here's why this matters on the job: HVAC equipment is heavy. Improper lifting causes career-ending back injuries.

Watch out for these: Know the weight of equipment before lifting. And — Use mechanical assistance for anything over 50 lbs

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Rigging and Material Handling technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-e46831ad-a473-5d6a-b189-ae287ce02f42.mp4","hvac/audio/lesson-e46831ad-a473-5d6a-b189-ae287ce02f42.mp3","What is the key concept of Rigging and Material Handling?","Rigging and material handling for HVAC equipment","Rigging and material handling for HVAC equipment","3"
"hvac-14-08","OSHA 10-Hour Safety","8","OSHA 10 Final Assessment","OSHA 10 is not optional. You need this to work on most commercial job sites.

CareerSafe proctored OSHA 10 final assessment covering all safety topics: Fatal Four, fall protection, electrical safety, HazCom/GHS, confined spaces, fire prevention, PPE, and rigging. Must pass to receive the DOL wallet card.

Here's why this matters on the job: The OSHA 10 card is a hiring requirement for most HVAC employers.

Watch out for these: Review all Fatal Four hazards. And — Know fall protection trigger heights

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC OSHA 10 Final Assessment technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-cacd86ff-f6f0-5919-918b-94ce7f37a621.mp4","hvac/audio/lesson-cacd86ff-f6f0-5919-918b-94ce7f37a621.mp3","What is the key concept of OSHA 10 Final Assessment?","CareerSafe proctored OSHA 10 final assessment covering all safety topics: Fatal Four, fall protection, electrical safety, HazCom/GHS, confined spaces, fire prevention, PPE, and rigging","CareerSafe proctored OSHA 10 final assessment covering all safety topics: Fatal Four, fall protection, electrical safety, HazCom/GHS, confined spaces, fire prevention, PPE, and rigging","3"
"hvac-15-01","Career Readiness","1","CPR and AED Certification","Your career starts the day you walk out of here. Let's make sure you're ready.

Adult CPR: check for responsiveness, call 911, check for breathing, begin compressions. 30 compressions at 100-120 per minute, 2 inches deep, allowing full chest recoil. 2 rescue breaths after every 30 compressions. Continue until AED arrives or EMS takes over. AED use: power on, attach pads, stand clear during analysis, deliver shock if advised, immediately resume CPR.

Here are the key terms. Write these down.

CPR: Cardiopulmonary Resuscitation. 30 compressions to 2 breaths at 100-120 per minute.

AED: Automated External Defibrillator. Analyzes heart rhythm and delivers shock if needed.

Here's why this matters on the job: HVAC technicians work in extreme heat, at heights, and near electricity. Cardiac events, heat stroke, and electrical shock are real risks.

Watch out for these: 100-120 compressions per minute. And — 2 inches deep with full recoil

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC CPR and AED Certification technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-93ae75c1-65e2-57cd-99a3-3a3f91cd5733.mp4","hvac/audio/lesson-93ae75c1-65e2-57cd-99a3-3a3f91cd5733.mp3","What is the key concept of CPR and AED Certification?","Adult CPR: check for responsiveness, call 911, check for breathing, begin compressions","Adult CPR: check for responsiveness, call 911, check for breathing, begin compressions","3"
"hvac-15-02","Career Readiness","2","First Aid for Trade Injuries","Your career starts the day you walk out of here. Let's make sure you're ready.

First aid for HVAC-specific injuries: electrical shock (disconnect power first, never touch the victim while energized), burns from brazing and hot surfaces (cool with water, cover with sterile dressing), refrigerant frostbite (warm gradually, do not rub), heat exhaustion and heat stroke (move to shade, cool rapidly, call 911 for heat stroke), cuts from sheet metal (direct pressure, clean wound), and eye injuries from debris or chemicals (flush with water for 15 minutes).

Here are the key terms. Write these down.

Heat Stroke: Life-threatening emergency. Hot red dry skin, confusion. Call 911 and cool immediately.

Heat Exhaustion: Heavy sweating, weakness, nausea. Move to shade, hydrate, rest.

Here's why this matters on the job: Knowing first aid for trade-specific injuries can save your life or a coworkers life.

Watch out for these: Disconnect power BEFORE touching an electrical shock victim. And — Heat stroke is a 911 emergency

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC First Aid for Trade Injuries technical diagram with labeled components","safety-equipment.png","hvac/videos/lesson-685318ed-cfd1-5381-b546-4cdeec132928.mp4","hvac/audio/lesson-685318ed-cfd1-5381-b546-4cdeec132928.mp3","What is the key concept of First Aid for Trade Injuries?","First aid for HVAC-specific injuries: electrical shock (disconnect power first, never touch the victim while energized), burns from brazing and hot surfaces (cool with water, cover with sterile dressing), refrigerant frostbite (warm gradually, do not rub), heat exhaustion and heat stroke (move to shade, cool rapidly, call 911 for heat stroke), cuts from sheet metal (direct pressure, clean wound), and eye injuries from debris or chemicals (flush with water for 15 minutes)","First aid for HVAC-specific injuries: electrical shock (disconnect power first, never touch the victim while energized), burns from brazing and hot surfaces (cool with water, cover with sterile dressing), refrigerant frostbite (warm gradually, do not rub), heat exhaustion and heat stroke (move to shade, cool rapidly, call 911 for heat stroke), cuts from sheet metal (direct pressure, clean wound), and eye injuries from debris or chemicals (flush with water for 15 minutes)","3"
"hvac-15-03","Career Readiness","3","Resume Building","Your career starts the day you walk out of here. Let's make sure you're ready.

Resume building for HVAC careers. Your resume should highlight: EPA 608 Universal certification, OSHA 10-Hour card, CPR/AED certification, total training hours (480+), specific skills (brazing, electrical diagnosis, refrigerant handling), and any prior work experience. Use action verbs: diagnosed, repaired, installed, maintained. Keep it to one page. Include a skills section listing tools you can use and systems you can work on.

Here's why this matters on the job: Your resume is your first impression. A well-organized resume with credentials listed prominently gets interviews.

Watch out for these: List all three credentials prominently. And — Include total training hours

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Resume Building technical diagram with labeled components","ref-cycle-overview.png","hvac/videos/lesson-30d609ca-1605-57ab-8864-8d81fc9f5707.mp4","hvac/audio/lesson-30d609ca-1605-57ab-8864-8d81fc9f5707.mp3","What is the key concept of Resume Building?","Resume building for HVAC careers","Resume building for HVAC careers","3"
"hvac-15-04","Career Readiness","4","Interview Preparation","Your career starts the day you walk out of here. Let's make sure you're ready.

Interview preparation for HVAC positions. Common questions: Why did you choose HVAC? What certifications do you have? Describe a time you solved a difficult problem. How do you handle working in extreme conditions? What is your understanding of the apprenticeship process? Bring copies of all certifications. Dress professionally. Ask questions about the company apprenticeship program, advancement opportunities, and training support.

Here's why this matters on the job: Preparation is the difference between getting hired and getting passed over. Practice your answers out loud.

Watch out for these: Bring copies of all certifications. And — Ask about their apprenticeship program

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Interview Preparation technical diagram with labeled components","ref-cycle-overview.png","hvac/videos/lesson-b7d10a5e-6896-524f-847c-f6e9978b144b.mp4","hvac/audio/lesson-b7d10a5e-6896-524f-847c-f6e9978b144b.mp3","What is the key concept of Interview Preparation?","Interview preparation for HVAC positions","Interview preparation for HVAC positions","3"
"hvac-15-05","Career Readiness","5","Professional Conduct","Your career starts the day you walk out of here. Let's make sure you're ready.

Professional conduct and customer service. Arrive on time. Wear a clean uniform. Put on shoe covers before entering a home. Explain what you are doing and why. Present options with costs and let the customer decide. Clean up your work area completely. Follow up if you said you would. Your reputation is your career in this trade. One bad review can cost you dozens of future customers.

Here's why this matters on the job: Technical skills get you hired. Professional conduct keeps you employed and builds your reputation.

Watch out for these: First impressions matter — clean uniform, on time. And — Explain in plain language

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Professional Conduct technical diagram with labeled components","ref-cycle-overview.png","hvac/videos/lesson-a7af0014-c14c-53c3-84df-cd3c0398e017.mp4","hvac/audio/lesson-a7af0014-c14c-53c3-84df-cd3c0398e017.mp3","What is the key concept of Professional Conduct?","Professional conduct and customer service","Professional conduct and customer service","3"
"hvac-16-01","Capstone and Certification","1","EPA 608 Universal Exam Prep","This is the capstone. Everything we've covered comes together here.

EPA 608 Universal exam preparation. Review all four sections: Core (ozone, regulations, safety), Type I (small appliances, recovery requirements), Type II (high-pressure systems, evacuation, leak repair), Type III (low-pressure systems, chillers, purge units). Focus on areas where you scored lowest on practice exams. The real exam is 100 questions, 25 per section, 70 percent per section to pass.

Here's why this matters on the job: This is the certification that allows you to work legally in HVAC. Take it seriously.

Watch out for these: Review your weakest sections. And — 70 percent per section independently

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC EPA 608 Universal Exam Prep technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-15d76752-0478-53f3-85c5-31c201cc9b09.mp4","hvac/audio/lesson-15d76752-0478-53f3-85c5-31c201cc9b09.mp3","What is the key concept of EPA 608 Universal Exam Prep?","EPA 608 Universal exam preparation","EPA 608 Universal exam preparation","3"
"hvac-16-02","Capstone and Certification","2","Proctored EPA 608 Exam","This is the capstone. Everything we've covered comes together here.

Proctored EPA 608 Universal exam. 100 multiple-choice questions across 4 sections. You must pass each section independently with 70 percent. If you fail a section you can retake just that section. Universal certification is earned by passing all four sections. The certification never expires once earned.

Here's why this matters on the job: After passing you receive your EPA 608 Universal card. Keep it with you at all times — you need it to purchase refrigerant.

Watch out for these: Read each question carefully. And — Eliminate obviously wrong answers first

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Proctored EPA 608 Exam technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-8c59f3f2-0ef4-5db2-a9fb-4ed571ae4d05.mp4","hvac/audio/lesson-8c59f3f2-0ef4-5db2-a9fb-4ed571ae4d05.mp3","What is the key concept of Proctored EPA 608 Exam?","Proctored EPA 608 Universal exam","Proctored EPA 608 Universal exam","3"
"hvac-16-03","Capstone and Certification","3","Final Competency Assessment","This is the capstone. Everything we've covered comes together here.

Final competency assessment covering all 16 modules. Practical skills demonstration: connect manifold gauges, calculate superheat and subcooling, diagnose a simulated system failure, perform a furnace inspection, read a wiring diagram, and demonstrate proper safety procedures. Written assessment covering all major topics.

Here's why this matters on the job: This assessment documents your competency for employers and workforce boards.

Watch out for these: Review all module content. And — Practice hands-on skills

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Final Competency Assessment technical diagram with labeled components","diagnostic-chart.png","hvac/videos/lesson-40da8479-1a3a-560c-bfce-16937d1b94db.mp4","hvac/audio/lesson-40da8479-1a3a-560c-bfce-16937d1b94db.mp3","What is the key concept of Final Competency Assessment?","Final competency assessment covering all 16 modules","Final competency assessment covering all 16 modules","3"
"hvac-16-04","Capstone and Certification","4","Career Placement Preparation","This is the capstone. Everything we've covered comes together here.

Career placement preparation. Review your resume with the career services team. Practice mock interviews. Research local HVAC employers. Understand the apprenticeship process: you will work under a licensed journeyman, building OJT hours toward your own license. Starting wages typically range from $16-22 per hour. With experience and additional certifications wages increase to $25-40 per hour.

Here are the key terms. Write these down.

Apprenticeship: Working under a licensed journeyman while building hours toward your own license.

Here's why this matters on the job: The program ends but your career is just beginning. Use every resource available for job placement.

Watch out for these: Start applying before graduation. And — Use the career services team

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Career Placement Preparation technical diagram with labeled components","ref-cycle-overview.png","hvac/videos/lesson-b9bceecd-9ea5-5665-90e7-d5e01b3f7c7c.mp4","hvac/audio/lesson-b9bceecd-9ea5-5665-90e7-d5e01b3f7c7c.mp3","What is the key concept of Career Placement Preparation?","Career placement preparation","Career placement preparation","3"
"hvac-16-05","Capstone and Certification","5","Program Completion and Graduation","This is the capstone. Everything we've covered comes together here.

Program completion and graduation. Review of credentials earned: EPA 608 Universal, OSHA 10-Hour, CPR/AED. Review of training hours completed (480+). Distribution of completion certificates. Career services introduction and job placement support. Alumni network access for ongoing support and job leads.

Here's why this matters on the job: You are now a credentialed HVAC technician. Your next step is OJT placement with a licensed company.

Watch out for these: Verify all credentials are in hand. And — Connect with career services

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Program Completion and Graduation technical diagram with labeled components","ref-cycle-overview.png","hvac/videos/lesson-ec1cbfea-55f5-5083-9a28-8d59248b676a.mp4","hvac/audio/lesson-ec1cbfea-55f5-5083-9a28-8d59248b676a.mp3","What is the key concept of Program Completion and Graduation?","Program completion and graduation","Program completion and graduation","3"
